epoch,step,train_loss
0,49,0.0957498848438263
0,99,0.02617005631327629
0,149,0.008619928732514381
0,199,0.007545133586972952
0,249,0.004920479841530323
0,299,0.0028517586179077625
1,349,0.0018004869343712926
1,399,0.0018866609316319227
1,449,0.0017531189369037747
1,499,0.001537795178592205
1,549,0.001643525087274611
1,599,0.001345919445157051
2,649,0.0012885932810604572
2,699,0.0009480368462391198
2,749,0.0014550306368619204
2,799,0.001160597545094788
2,849,0.0009816992096602917
2,899,0.0013126067351549864
3,949,0.0007905413513071835
3,999,0.0010797821450978518
3,1049,0.0009487058268859982
3,1099,0.0008429390145465732
3,1149,0.0011696957517415285
3,1199,0.0006693524774163961
4,1249,0.0007480673375539482
4,1299,0.0006081368774175644
4,1349,0.0004580484237521887
4,1399,0.0006084449705667794
4,1449,0.0005312037537805736
4,1499,0.000660955673083663
