epoch,step,train_loss
0,49,0.0015860013663768768
0,99,0.0014210694935172796
0,149,0.0012104216730222106
1,199,0.0012578287860378623
1,249,0.0015732202446088195
1,299,0.0018533857073634863
2,349,0.0013958390336483717
2,399,0.0017955967923626304
2,449,0.0009718152577988803
3,499,0.0013608105946332216
3,549,0.0011454236228019
3,599,0.0010829083621501923
4,649,0.001170874573290348
4,699,0.00100388890132308
4,749,0.0008939399849623442
5,799,0.0006548817036673427
5,849,0.0011262636398896575
5,899,0.000625654065515846
6,949,0.001237527932971716
6,999,0.000890191993676126
6,1049,0.0008479277603328228
7,1099,0.0008387865964323282
7,1149,0.0007085606339387596
7,1199,0.0008577982662245631
8,1249,0.0009555091382935643
8,1299,0.0009378285030834377
8,1349,0.002162274206057191
9,1399,0.0007637373055331409
9,1449,0.0007785032503306866
9,1499,0.0007556888158433139
