epoch,step,train_loss
0,49,0.006225409917533398
0,99,0.0025426389183849096
0,149,0.0007004014332778752
0,199,0.0003020443837158382
0,249,0.00031385329202748835
0,299,0.0003364347212482244
0,349,0.00012919752043671906
0,399,0.0003877856652252376
0,449,8.238892041845247e-05
0,499,0.0001000921765808016
0,549,9.679817594587803e-05
0,599,8.213698311010376e-05
0,649,6.809176556998864e-05
0,699,8.864387928042561e-05
0,749,7.34642380848527e-05
0,799,6.292103353189304e-05
0,849,0.0002860227250494063
0,899,5.491512638400309e-05
0,949,6.009466233081184e-05
0,999,5.497275196830742e-05
0,1049,9.656446491135284e-05
0,1099,3.939663656638004e-05
0,1149,3.920611197827384e-05
0,1199,6.550846592290327e-05
0,1249,7.80381596996449e-05
1,1299,3.7699082895414904e-05
1,1349,6.462555757025257e-05
1,1399,6.530385871883482e-05
1,1449,4.909875860903412e-05
1,1499,1.892306681838818e-05
1,1549,2.1096397176734172e-05
1,1599,0.00010770585504360497
1,1649,4.173153138253838e-05
1,1699,4.8105077439686283e-05
1,1749,1.8846274542738684e-05
1,1799,7.198344974312931e-05
1,1849,3.1100229534786195e-05
1,1899,1.1723771422111895e-05
1,1949,1.1061112672905438e-05
1,1999,1.8107088180840947e-05
1,2049,7.767386705381796e-05
1,2099,2.6696163331507705e-05
1,2149,5.5220261856447905e-05
1,2199,0.00011580781574593857
1,2249,5.429540033219382e-05
1,2299,3.863861275021918e-05
1,2349,1.571813118061982e-05
1,2399,2.220678470621351e-05
1,2449,2.022728767769877e-05
1,2499,1.5028359484858811e-05
